,TxHash,BlockHeight,TimeStamp,From,To,Value,ContractAddress,Input,isError
1931,0x16188d17f51f2444e4272a7bdf1a7e6baa79f54318c51b45da81e6c39b4ec175,4875341,1515429091,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,0E-18,NULL,0xa9059cbb0000000000000000000000001ee1f85347aaa22b93a49d9b01d06dc9b3fb8667000000000000000000000000000000000000000000000000000000ad7575da00,0
1938,0x11dd49924712640cbabc54f6204e1b840cffb765d90dadc5763967b6a176f006,4875341,1515429091,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe94baaa3310e61f22e9da5c18c2b83d247a1c229,43.281465200000000000,NULL,0x,0
1946,0xd0fa5502bfa39e04f2f21a3f20075455522a1035094541780ba0dfa0accc66fd,4875345,1515429150,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x595832f8fc6bf59c85c527fec3740a1b7a361269,0E-18,NULL,0xa9059cbb00000000000000000000000082b2de12388e6d07fd8c54f2297a7984f726ea8900000000000000000000000000000000000000000000000000000000068cb648,0
1956,0x9787b33725fcc87a3744438861582f06195fb17a2f52fb0a8bd5e02151107192,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xa39b9536ae251d0aed4967095783ccb8ef5db350,0.611356420000000000,NULL,0x,0
1957,0xe5e5d881c7d928df2ca0b8c945dacc55c4f76aee4b3fdd0496da80e7f7988843,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xea38eaa3c86c8f9b751533ba2e562deb9acded40,0E-18,NULL,0xa9059cbb0000000000000000000000005117b86cb14c9c751d09049459dfaffb61d8258d000000000000000000000000000000000000000000000546a5154eac296c0000,0
1955,0x38313f4760a57d993412b10acd5b091f8de1f653391c1480ab5532d00609682a,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x58c6945f2cf00361031dd0218c242c04b14675fd,1.010000000000000000,NULL,0x,0
1959,0xf57b98d1a741bfd8e45845c48ff70760816bcfd9eaef13b0f97d7f5a059cd117,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xa04aa715aec7a35a16a958df22ec353378d16e23,1.538450000000000000,NULL,0x,0
1960,0x57cee1d0ebce24bd39fb8ee7f3c24bcdb7844254db030485efe45767ea6f8b74,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xc0a2bd080717b490bf79474c411894ab6c409622,1.040000000000000000,NULL,0x,0
1958,0xb4b128fade3647237e76a59739955e9f20cec001676d9414695c29f15d01e52d,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xccee6aca804f6085c905fcbaf961136a2cba1994,0.450000000000000000,NULL,0x,0
1954,0x0c530026b2a36be3a037b74a683467978b227533ee9d95a4218c6d87686d67ee,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xbd8a4e71c13c74a84e4404529569fb46a146695f,0.101530440000000000,NULL,0x,0
1951,0x6ca9fe75752e26c1a5b7bfdc5f9f888fa253e141018d12bc62e68c10f9ec88ed,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xd254e8a80d4db2dbdac7a4ef08809083a0fe5c62,18.604921230000000000,NULL,0x,0
1952,0x48cdbbc4107e3a8c20fe7d814a188c11889a2921f0805df255e829ab0c4363e4,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x20675ff0c353e37e502906f7accc639dd8b51e8d,1.050000000000000000,NULL,0x,0
1953,0x72e3cf0622b8cc8dc97b8f11b879b1e2dbc27627b169d904d8671a33b57cac67,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x18c3b5d755f8a4d08b8cc136b4552afb7c9fe599,9.997834500000000000,NULL,0x,0
1950,0x9505510783e85fa095bccc6fbc9395ab6794af23a13e6185cb80d815510f8a18,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x44b9b7fb2bf2b1477c31d0baad1807be8803df22,0.157780720000000000,NULL,0x,0
1949,0x5c57169ecc2456e183f158006070b3fccb8df7dafcbf6e1471022af3aab69287,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe8f6d7503f5fc7713007240fed733dafa8e79336,0.232757000000000000,NULL,0x,0
1948,0xcd16381e92e08526e812efa8e6d153dc4c4654d55329c9f8239f1f5c28742f55,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x6f68a1ea123d4e473a4cf1cc5092e4c238acbf9b,0.988900100000000000,NULL,0x,0
1947,0xa9a9294c153ef0d2b88b5884826673dd74c7ac50e44da4c8ccd4c9e7ff32b3ff,4875347,1515429180,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x4fd48f06f413e59c2264f043c68545597b889af9,0.290000000000000000,NULL,0x,0
1961,0xa86f5b54c397db23648664f3d7dd202de3ae339b218c9b589ab271aff9d84680,4875348,1515429196,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x6aa87ff60be0d664eb66633271025869817b730c,16.235006890000000000,NULL,0x,0
1962,0xbdefac459684cbedfbf80169b80223800fd46326a297a75ced28f4d8430ddc34,4875350,1515429270,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x5b33a024affdbf119e95bb4475f531a467590009,6.733250000000000000,NULL,0x,0
1963,0xfc2780d81ba96b1a925328d6dd42cb11a214efea931d4f29ecf2d45edbd71632,4875351,1515429283,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x89e188733bffbbff2dd2034ab626a4612c5b0340,0.210037520000000000,NULL,0x,0
1966,0xe193f5485480106366d8b0aaaf7399836109035dea0ad86d7f35d61471fb5b6d,4875352,1515429290,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x02407f65145bc9cd403d714fe3507ccc6dfa284d,3.867040770000000000,NULL,0x,0
1965,0x4d4d67892b1797d179f3319c193d07c05c0fdbb0b7185f373855ace9ab29e2de,4875352,1515429290,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xc5bbae50781be1669306b9e001eff57a2957b09d,0E-18,NULL,0xa9059cbb00000000000000000000000085e3e81559a8b846c0f9ee2efcad290a6190335a00000000000000000000000000000000000000000000000000000000085029c4,0
1964,0xf98c0e4e3f8100cff1137461fe97eddda053f43f942f47f035239ee950b1e14c,4875352,1515429290,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x3a9084e7facb7c71997c59f0015ffb7216f2fc4e,54.133114300000000000,NULL,0x,0
1983,0x16510ba32da7a76544d06626b25d634e3353effae38968ba560c05192881a5af,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xee4226c5889bf7f1564631f61e5c5b9da2051b56,0.680158940000000000,NULL,0x,0
1982,0x126019e84d4bc82784b2318c286b18e2ac0f11bb19857c739fc694c39717c417,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x1cccbeeeab3e2e526e8d7301eb1e4e1337051e26,0.379359000000000000,NULL,0x,0
1981,0xb6491affa65cb05a81362deae1fb97cc7dff9dec699200e4a7cb22c55f8bc829,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x5e01bb485a73f3fd944df9f983475b5e1d51f8d3,6.300000000000000000,NULL,0x,0
1980,0x29e35bc81cd5537e89ea57f32cf8d0d51431c11976286798cdcf81444086fae0,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x309710865bca76edf7dc3289c3c580788bba8647,0.554531820000000000,NULL,0x,0
1979,0xd9aec63dd50c0d807541e90a2d64659c920aab4dbbe8ec9bf914271a9dd51e43,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe6977a1fcf747445ac6c39aca7d6468fbc0a924d,60.202750670000000000,NULL,0x,0
1984,0x9dd8781c1d57178305f14fc77c5a3470f2b5847225a9a8803c7fe2e989420554,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xd4c435f5b09f855c3317c8524cb1f586e42795fa,0E-18,NULL,0xa9059cbb00000000000000000000000081749464901da84c67e61540318f7bd1770d503200000000000000000000000000000000000000000000023cff14432c9f530000,0
1978,0x4e0137f0fd7a25da7d519d6bce049393831e8ef3ee054258b2ae4f981636db7a,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xd850942ef8811f2a866692a623011bde52a462c1,0E-18,NULL,0xa9059cbb0000000000000000000000002c296a67eb1dbb6066b8ff7377ee16c00d94618700000000000000000000000000000000000000000000014dffa55521daa38000,0
1977,0x25ad97ce9e00495aeeacecdbc73a8c3aad173b339f50bf740f9062c85ab8c94c,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xaf4dce16da2877f8c9e00544c93b62ac40631f16,0E-18,NULL,0xa9059cbb000000000000000000000000ef2880ca882b2119a53242dd5c81b21debe475e7000000000000000000000000000000000000000000000000000000002ad370a0,0
1976,0xafee28adf13d7bd7c3965c7fabf9c8ee3dfcb8a0c06911e43c5f02f398862db6,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb00000000000000000000000099aa178483f9e3557e8924c975a56994a30954430000000000000000000000000000000000000000000000000000000027ff1320,0
1972,0xb9360f0995e2c4058ff5d1f5bd865ef6957f43e9802a9f43b0f2e94c45c219ea,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x793f5440f5f736791d2ded70cbdceabeef5257fb,1.013700270000000000,NULL,0x,0
1974,0x2f1624c773b20d5b3b972d5480311538659667f36d7e8c22a25ca60f92c2abbb,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xc9ac877fb7f6c70f1d4039bca2c83f60baadba5d,0.401491560000000000,NULL,0x,0
1973,0x36def25690cc14d9790c3a5dad02d16dd0eeecfbbc7cb0e3991e1b14e1a1dc6d,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x82193a08c6f98d31245416698388931fdc227049,0.381593460000000000,NULL,0x,0
1971,0xfd63d8ce7d6984e4f4c229339aa0ec81cd2bc3cf91df57937e3f7dd532846830,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xca6477a3c8753a308f44c771f860228cd55bfc36,0.132840690000000000,NULL,0x,0
1970,0x8259d059d3ec3f56550f64d9e2d596834359ce9cd1188657c1bfe4873dfe911f,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x4a56b0b368ed4646afd811e98d87247f9997ded9,0.577210000000000000,NULL,0x,0
1969,0x7c8d581321358e77dc6b64de764b88da7dc887168dcac49171499a2f85695053,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x49c92bc973d8e25533271867a04bf6f011a062f4,1.253086530000000000,NULL,0x,0
1968,0x2fcabcc214192cffd3fac86862c99e36c60d48825787409e5fc5c353e6365e04,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x883fb4f22dde584f62f85b25b5d8f899e8a36693,1.254172080000000000,NULL,0x,0
1967,0x26d14643f5fd5c701b689928992dbd58778424eec911d3bdfbc0c6d996911058,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xa78167f2b09e862180458217612e76c1b14ded33,0.400000000000000000,NULL,0x,0
1975,0x577bb6a62e782b99e3ba8b93c1bc152071c927bb02460e77282ad521261f5b84,4875353,1515429303,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x434113b66e7e1359af1d2a4a3a6cea0cb6cfee87,4.985000000000000000,NULL,0x,0
1985,0xbed757282d47af46d8822dc0233e027cc52a1d11a341942f8563aece828fb632,4875355,1515429331,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000008549e5cc20ce85e5128c3039987b9a6303c2f2e4000000000000000000000000000000000000000000000000000000000bebc200,0
1995,0xa557e085bf18157008153c83db1b906f646611aee1b95b753a6d462d831a5f1b,4875356,1515429342,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xbe587856fab552be9a4cc4279f5874bb017a4193,14.805899270000000000,NULL,0x,0
1994,0x783b89fc7d75be333f1046c3cd144d1f8d7cc4c1fe849a5c1f7353cfe1565fdb,4875356,1515429342,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x38633db63ac3ab7ec7e237ebf5737154a8f5c143,6.090000000000000000,NULL,0x,0
1993,0xbd11ab450312f084c24925ac9961fdd77abc1e2e24c068fb3f26235818fa365e,4875356,1515429342,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xbc58285052851df446abdf73fd991646641c06b8,0.096463980000000000,NULL,0x,0
1991,0x536d25affee8ec143024cbbff3ad959045f34dbe9f0a16cea264301f9c52724d,4875356,1515429342,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xb3ab9b1b40985d7d599087d3c6d18303aad0b183,0.713677320000000000,NULL,0x,0
1992,0x119c921b36e580b300c839dd0a4195e6067fafa93d9175b202c9a63ff17f1303,4875356,1515429342,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x68db3f33852b667edbe576f772ee3fb7588fdc80,5.984661520000000000,NULL,0x,0
1989,0x6bffc121dba32a5941a4f082371cdaca0dd0538c9d6818259f21405a19085ca5,4875356,1515429342,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb000000000000000000000000fa3eabb19cd44a87c064b1e506012fe7c453072f0000000000000000000000000000000000000000000000001ec0d04256440000,0
1988,0x801d35457f62dc74a716acc15bbbc9eace72b05ef167875f4f8442c30b0d460a,4875356,1515429342,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xceee16975c4c480f0fd22cd3752481a64e3a2d2b,2.798817440000000000,NULL,0x,0
1987,0xd36d45ef55fb10b651c9b507c4e838d3844120ff2eb4ce5acb38d126605956d9,4875356,1515429342,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x5f05819f3f507a3b0d08c9f5f3555712902a2bbf,4.219856480000000000,NULL,0x,0
1986,0xbbd6aeee86aab3a1b46e77b75ecc93ab27d2a618c4627a27486cda593ad025eb,4875356,1515429342,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe5991e1e62c6938df9634777e207ea212393a27c,0.100000000000000000,NULL,0x,0
1990,0x8ceadad76f0153fb48030726fbac891f2e9da1a043be821ce13ac06528d723fd,4875356,1515429342,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x9c63230601d8ddb5a612e0c32c80090a159df23d,4.990000000000000000,NULL,0x,0
1996,0xeb96064ddf12fb73ab791084a9a2f7592e9ee26f21288744d5c83ea6c2123a25,4875358,1515429367,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x142e21335077c298ad88918c6f3f36d0d4869907,4.000000000000000000,NULL,0x,0
1997,0xfea5d42d002634d9bef4b94271572a55181c16db5f58a9c6d00c9aa45b03db74,4875359,1515429395,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x1b647a3956b619574b853b790a6534eed3e76771,1.152173550000000000,NULL,0x,0
1998,0xc827d313a1dde8146851bcf89b79166040f2a3984dbc0bca49683a9162d113cb,4875359,1515429395,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,0E-18,NULL,0xa9059cbb000000000000000000000000096ceb5d9ff2a200b00777777fc9f3122c42bb0a0000000000000000000000000000000000000000000000138bc2e42d32118000,0
1999,0xfce141b60651346ca8f4fda0582c2c4b6b694f1e72bde9b6312943b66dfd6ab6,4875359,1515429395,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xea38eaa3c86c8f9b751533ba2e562deb9acded40,0E-18,NULL,0xa9059cbb000000000000000000000000e3af3a1d106123fd95695377585afa3b2cd0565e000000000000000000000000000000000000000000001441db7689099f170000,0
2000,0x520b135965c67458e43aa16205a0ba88f3f83a317332416742188e91e3919831,4875359,1515429395,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000003fea63efbb999ed8c6a9175f1ebbd1e3a44d4dbe000000000000000000000000000000000000000000000000000000002ca7e280,0
2001,0xd187c5ad10523358bfe38616cb20d02e24a6e5f5fe68840480aea0a298f6f11b,4875359,1515429395,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x888666ca69e0f178ded6d75b5726cee99a87d698,0E-18,NULL,0xa9059cbb000000000000000000000000c0ac48e0f78e0c3d6c83dfe79166cff06e11bfa600000000000000000000000000000000000000000000004d55a2c0b54d010000,0
2002,0xf8dd3db4e7769ca82136abf9f62eacc7abfa4c9702d3054c3aefe15fc6857119,4875359,1515429395,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x72b20d2588f5b7651e850f19645b558701eaf02b,0.328029470000000000,NULL,0x,0
2011,0x559cc082f27614b82354437f5a575753d9752243173907058a172b6594780234,4875361,1515429425,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x2a1ae409ca32452c96b9d6a853b39f7051df2f07,2.565486460000000000,NULL,0x,0
2009,0xfff4c08c968f453d597cf4c55089fd8e6014d90ec8325398d5ea5f1183321fe3,4875361,1515429425,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x82ba40a53ce59f741cbc1e3e64a92d1e02598c68,1.000000000000000000,NULL,0x,0
2008,0xd01ff0c12c190efc6ac16a97509a26db9f34d2355525fc454494fb35fb1d5b19,4875361,1515429425,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000001ee4fce70ae5146159494d24daffd8d264ce7775000000000000000000000000000000000000000000000000000000003bc890c0,0
2007,0xa4e58a4c8665fb043c5702af36dfd62ce1c2cccb3b06bc501c95a019a0f53338,4875361,1515429425,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000f6903244fc53d663dcdac247a29c122238afd9bb000000000000000000000000000000000000000000000000000000e6175da478,0
2010,0xc81a25171a7a13ec5cab861b1aa36ed06e45b0309a1e42e44520ad31075de758,4875361,1515429425,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xdbea43603c891053f4868c54a57ba6a7af43c9ac,0.139754000000000000,NULL,0x,0
2005,0x61e8af7317d83ac678390d1f9cb3d8b8902f5b01b13a8d0595076d18b8660a23,4875361,1515429425,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xd850942ef8811f2a866692a623011bde52a462c1,0E-18,NULL,0xa9059cbb000000000000000000000000376cdf131087090a774c2d1c1b503ec48b254b220000000000000000000000000000000000000000000000015af1d78b58c40000,0
2004,0x95abace17865db2df0730c48f93a74a99def09ced1dd2d57707f8c0c9c7aa18c,4875361,1515429425,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000001025ebc25aa4a5ff02fd370bc5dd830f38037da9000000000000000000000000000000000000000000000000000000000dfd7778,0
2003,0x839575b9233b6ee9d4107569749b7598e90e523dda422624b19118079d4c8a46,4875361,1515429425,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,0E-18,NULL,0xa9059cbb000000000000000000000000de6672c63ffd75300b063d756aeea476a8b03c540000000000000000000000000000000000000000000000181f9d9649f8d40000,0
2006,0xcb32c65dc3a77e0848e5efe739e1ef26a40ed00e526c90af2c4916049b26aac3,4875361,1515429425,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x022116287c5796e829a65f24bd8067605889a0b8,0.090000000000000000,NULL,0x,0
2020,0xff86124adad020f89d13f5126c3b7bfb207d11e9d866a6a0ad3daa7aa882f89a,4875362,1515429484,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb00000000000000000000000036d0513d28c1e89f466c37b57a06680c9a5a83340000000000000000000000000000000000000000000000000000000062a54bc0,0
2018,0xc4273d3c01102ee057ce57f9bb615190b68b4019786e533e4388529f874f33eb,4875362,1515429484,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x72cd6d252e3d95fb9bc65172f84d4ed3ce813b21,19.690000000000000000,NULL,0x,0
2017,0x345da101ac1b84a032f6abb585c83e637869f19bc6ebbb035b5c8b4c7f3d2ed6,4875362,1515429484,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xb628c3d91f88560a716faeedee35aa6cf7f345e7,1.104769250000000000,NULL,0x,0
2016,0x5db80aba482522afdefcc703f489a95639a687e46bfd64d4133718d860f42de7,4875362,1515429484,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0304f9d7e2919ef92c5a7cff7c24619fa4aeb709,7.314767900000000000,NULL,0x,0
2019,0x1bbf40103d03c61b7ee77c2e4c18899d7130c77a132eea7421c126b91309c0fe,4875362,1515429484,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb0000000000000000000000005a742e6d6ddd5e7bfc8ef53b231f9a3d3903440a0000000000000000000000000000000000000000000000000000000019e62c38,0
2014,0x8e9c99077213de43823c0c62d0fbd91e7ec163eed9d0f0e76e840df4806c5a3b,4875362,1515429484,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x2b01c3c23e2d7cc1c10ea21501dd81b4e7fa1d8d,2.397273500000000000,NULL,0x,0
2013,0x71652bddc491d6298bcdbff4ea7d05f06a36bc43878d6dd7d9450d0f875a03cb,4875362,1515429484,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xe41d2489571d322189246dafa5ebde1f4699f498,0E-18,NULL,0xa9059cbb00000000000000000000000081749464901da84c67e61540318f7bd1770d50320000000000000000000000000000000000000000000000236adbbe7a3e9c0000,0
2012,0xa635a89f3aabc4de16bde0d86f9f6e9fba97132882b69b60b757fccf5484773d,4875362,1515429484,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x5ab0f90c21a82f08875576ac673c08bef3a68e08,2.000000000000000000,NULL,0x,0
2015,0x2121e982c3c7bfed9e0b7cf32ad4578248ea6643db5370f81708ed83cfeaa9fa,4875362,1515429484,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x36b1d12add4137c4238b5a41e4d4aea1eb329a29,0.899688220000000000,NULL,0x,0
2021,0x817ab932d59c0822d1a1f9e357eeb57015375693b8fc4e7ef858d765641eac3e,4875364,1515429522,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x98f10f566cd2bbc5fda7e4a14f7c35a0480c1665,20.263479420000000000,NULL,0x,0
2022,0xf197e8a1e674b9c7ee9a9da0e8c4fb3262d94a0b8aa480c1a7acce9423ea66ca,4875365,1515429539,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x73a567a553c9eb6af63d4b4155337f975bf6b814,0.575800000000000000,NULL,0x,0
2023,0x329664e1d04fe921a39cd1837c35fd606729c0eced9b5a712eadb3d1d17e5885,4875365,1515429539,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca,0E-18,NULL,0xa9059cbb000000000000000000000000b89e7d7615664f0947220528e7022a391998c422000000000000000000000000000000000000000000000047c178fcf2e18e0000,0
2024,0xc5d5d3b51227b03f84b3dc761ac0da20295d29cb4e8fe871e09ef5b56863522e,4875365,1515429539,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x888666ca69e0f178ded6d75b5726cee99a87d698,0E-18,NULL,0xa9059cbb000000000000000000000000018919eb1ad7e9a29b02eec273d7375651fb497500000000000000000000000000000000000000000000000663e9e371eb0c0000,0
2025,0xe748697cebaf211ad4a359d5660b1db05373df82f8da8d13986a7cc8aedfd0fc,4875365,1515429539,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0d684e2cdda8e4dfc05b2f1bd97c043a2b6fff90,0.729261000000000000,NULL,0x,0
2026,0x4e72d888cb4fb110207880f81c6b343794e50fa1f7857cbfb84e3a8cc6fabe1e,4875365,1515429539,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xf230b790e05390fc8295f4d3f60332c93bed42e2,0E-18,NULL,0xa9059cbb000000000000000000000000ccc3683b5f12480e15d46fe8a6bc48a4c15b4d25000000000000000000000000000000000000000000000000000000000ee6b280,0
2027,0xb3457fb123537eba08f38fa96954e079efffc6dc27ff376102dbd7b957df4e60,4875365,1515429539,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,0E-18,NULL,0xa9059cbb000000000000000000000000ee5ec94af0dcc62b8e149bbcd4893a78280eb079000000000000000000000000000000000000000000000005b0664b2787b2a000,0
2028,0xc6e37927fdd2c21dcdcdfdc0c425b786accad0c17f3865b686477f70f4e7fb4b,4875365,1515429539,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xc11ef5b7d4a636d772af134a84323fe0f08b7f81,5.082587910000000000,NULL,0x,0
2033,0x5da37060757ce431489e5d8c7daa824f95664b71ac184055c02d15fe66f6ac41,4875366,1515429546,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x96a7d7a67ced6f2c5c57659dc1c45bf573cd9a45,2.566552720000000000,NULL,0x,0
2032,0x8bab9ff4f28af8ace53e8b83465916ad390a9a45f38963ca675f4d1b53554393,4875366,1515429546,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x0b6f17699b7ff8098e5386e366f2c3420837caa9,0.473882000000000000,NULL,0x,0
2030,0x2710a1f3d9ca4e64a46aefca1a8703c455591041a73e822f876a99008fda9678,4875366,1515429546,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xdc87cfb41e44248c028ef7a1cefb775a49843ed9,0.121502700000000000,NULL,0x,0
2031,0x4aa94574c28728403891e92b7bd1c7bccda5077cd538f145065cc49473fb28b8,4875366,1515429546,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x3007d0bc0e99dd72933a76043b90d6bc18fa7d5b,2.000000000000000000,NULL,0x,0
2029,0xfcf24c5d3288a50e94a13c366e0bd11657362ed0fa3912326b8ba5efc3f0113d,4875366,1515429546,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x63efd309c62a67e0e34663c8d1b00508068b6015,0.951204800000000000,NULL,0x,0
2034,0xa8dbf3495bc6ae8bb41cd9a1b8f5d7ebf9abcda94e338329e399d8d96d2ceae2,4875369,1515429577,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0xfae5bfa21622e0fd427e09e1e7eb53e0a9fdf018,4.781859200000000000,NULL,0x,0
2035,0x1452d3d999cb33fa224b77039e25fdf4549d90f0ecd21194672afca872a804a7,4875369,1515429577,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x982d2e3d77c36cc47babc436508ed47a53506f03,0.143000000000000000,NULL,0x,0
2036,0x7b0b94e1f3f87913058067604c2d3b5e6acf2e0f7c5a18b98005ea61d6ba8663,4875369,1515429577,0x0681d8db095565fe8a346fa0277bffde9c0edbbf,0x960b6d31b7114197ca7d096bdb90702578ce02c3,0.196672560000000000,NULL,0x,0
